Date,Open,High,Low,Close,Volume,Market Cap
Apr-17-2022,0.00002471263217065825,0.000025280731173511597,0.000023877134238220148,0.000025277180888992152,614007353.5555556,13506144111.375595
Apr-16-2022,0.000025609927662994288,0.00002599248017658537,0.00002469983465678984,0.00002472238482817204,336200076.1111111,14132632314.806868
Apr-15-2022,0.00002588415671472384,0.000026056658576582567,0.000025377794302961005,0.00002563222385557878,365214473.2222222,14135543219.230843
Apr-14-2022,0.000025784617452013264,0.00002618016849366825,0.00002555743075787377,0.000025876929583374605,797431390.2222222,14214810918.292282
Apr-13-2022,0.000026947381046193582,0.000027107582275574545,0.00002540172835037929,0.000025747709658340955,1307187804.7536776,14385278370.82375
Apr-12-2022,0.000026899022606919264,0.000027777676682746626,0.000025734295520833385,0.0000267886472100695,3153961147.076923,14648283836.68827
Apr-11-2022,0.000022153920585877564,0.000029604750773469808,0.00002197214235867872,0.000027070530928044378,1827638105.3839662,13766396348.28606
Apr-10-2022,0.00002447150142313169,0.000024606993731161108,0.000021965889506018837,0.000022121125047662448,605297269.9786477,12933437520.68289
Apr-09-2022,0.000024612616065793863,0.000024612616065793863,0.000024612616065793863,0.000024612616065793863,412116672,13513883678.808327
Apr-08-2022,0.00002380494429795988,0.000024598348780698568,0.000023734030067867985,0.000024598348780698568,513512737.3333333,13191173603.412886
Apr-07-2022,0.000024789897366721308,0.000025142178329077305,0.000023563007422171413,0.000023781215206940435,513678760.6968641,13537718099.364267
Apr-06-2022,0.00002443086396394777,0.0000252236771108812,0.000023980562701513125,0.000024801778075448023,856968725.5555556,13555786839.69839
Apr-05-2022,0.000026760321426436,0.000026760321426436,0.000024277649528849564,0.00002443086396394777,1473224068.9059234,13975618699.369766
Apr-04-2022,0.000026488995165863352,0.00002834294972602144,0.00002635319209016586,0.00002681111925785693,947998606.9407666,14732212405.127485
Apr-03-2022,0.00002679295848814061,0.00002732269360641718,0.000025708170592803157,0.00002649630316621732,913513735.7777778,14566634526.4468
Apr-02-2022,0.00002579432639578242,0.00002726175228218945,0.000025602587957412276,0.00002676631944378515,879027539.7777778,14527423523.948532
Apr-01-2022,0.000026139356424118672,0.0000273222607098919,0.00002579990748294853,0.00002580919339833947,1005710455.5555556,14614682193.48681
Mar-31-2022,0.000025863738943165608,0.000026358748773029214,0.000024880985547512756,0.000026141144137585266,1223491951.4982579,14139023882.256884
Mar-30-2022,0.00002742751459270438,0.000028003665383395466,0.00002560768865178938,0.00002585853545504748,1376421076.292683,14849988075.856014
Mar-29-2022,0.000027355001786791643,0.00002832111042444533,0.00002631222044215533,0.00002746259329961429,1515786739.5555556,14983723900.27137
Mar-28-2022,0.000026493878109826374,0.00002829711241600438,0.00002647803892656089,0.000027346491777976552,2939465176.888889,15025183879.380667
Mar-27-2022,0.00002557856380193683,0.000029267469352125094,0.00002536091851990423,0.00002627536145980673,1699565073.1111112,14935853792.33509
Mar-26-2022,0.00002443599127843882,0.000025518965425494663,0.0000242368697289782,0.000025518965425494663,466816553.8888889,13554260867.75959
Mar-25-2022,0.000024129895764816284,0.000024692727961363637,0.00002399924792430077,0.000024424725756979635,602079912.3333334,13370185459.186287
Mar-24-2022,0.00002467183331369781,0.000025260473223092584,0.00002389207226318678,0.00002419119127944704,782612845.7777778,13494554652.556175
Mar-23-2022,0.000024452858958848485,0.000025195446005337143,0.000024175928022532164,0.00002462671234397981,968025461.3333334,13542646053.674265
Mar-22-2022,0.000023460496309543555,0.00002488321210692441,0.00002315425046641484,0.00002449191741190732,641526017.8954704,13024368610.301834
Mar-21-2022,0.00002295536587427517,0.000023957699524077302,0.00002293339884444275,0.00002345418261839403,579725729,12949600699.046648
Mar-20-2022,0.000023118900325499146,0.000023435302666398422,0.000022398498998991915,0.00002294430463451558,616470218.4444444,12605663908.848196
Mar-19-2022,0.000024154377959112856,0.000024427004238117447,0.000022621591605932147,0.000023145022394435508,1121102134,12882187660.500412
Mar-18-2022,0.00002233048129236057,0.00002541946774507776,0.000022247117995965367,0.000024174354574058997,713524243.6666666,12821777364.559334
Mar-17-2022,0.000022213756931074425,0.0000226370995449218,0.00002171441628033848,0.00002232256261088836,400736282.2222222,12101675710.471706
Mar-16-2022,0.000022672964902040744,0.000022756099974526708,0.00002213893863536074,0.00002220971863238264,472490358.5555556,12329674129.502777
Mar-15-2022,0.000021633227224513847,0.000022677485667851716,0.00002155758281150105,0.000022677485667851716,455619675.2222222,12083439284.857283
Mar-14-2022,0.000022024457396718897,0.00002211299334610824,0.00002132382726398477,0.000021648144343657185,469403638.6666667,11891181741.230192
Mar-13-2022,0.000021547514268881412,0.00002230052127737332,0.00002133048041962564,0.0000220157967839674,440364894.3333333,11960341590.19825
Mar-12-2022,0.00002215068955986897,0.00002310127565906707,0.000021317069476157184,0.00002153461787432711,337190697.1111111,12245162117.216444
Mar-11-2022,0.00002206728057126308,0.000022695556794544263,0.00002206728057126308,0.00002216485813078736,391730457.4444444,12270023672.241102
Mar-10-2022,0.00002262561952739892,0.00002303011301561274,0.00002197116256813637,0.000022085339308022823,481512905.7777778,12289305382.97519
Mar-09-2022,0.0000238507805515174,0.00002387415873675754,0.00002251546958979232,0.000022634515646964544,558995011.6666666,12567607240.664625
Mar-08-2022,0.000022927098184883383,0.000024537096657669203,0.00002291769227491052,0.00002384527143658065,577156000,13122097156.287697
Mar-07-2022,0.000022853844367482783,0.000023483011857824515,0.00002269540302937634,0.00002290736794116945,553959374.7777778,12674246453.686779
Mar-06-2022,0.000023558655655807903,0.000023831204301496787,0.000022269829243101872,0.00002285229435122137,476254812.3333333,12726061312.267391
Mar-05-2022,0.000024606180290130984,0.00002475777070091607,0.00002350483452570473,0.00002355724710932549,445517797.3333333,13204726488.859444
Mar-04-2022,0.00002353596834762929,0.00002481478283280401,0.000023255907188028746,0.0000245932789996436,583908379.4121864,13255187214.467197
Mar-03-2022,0.00002508656842863101,0.00002524650738466426,0.000023265648126053557,0.00002351327545563398,625970344.1964912,13443365798.40693
Mar-02-2022,0.00002591940027157508,0.00002616502462290272,0.000024656667185928825,0.000025087518587877497,680571686.1324042,13998602698.419697
Mar-01-2022,0.000027106542315443076,0.000027106542315443076,0.000025660508014202525,0.000025901971273482376,1081165244.6666667,14505448492.358147
Feb-28-2022,0.000025784753208182645,0.00002825810216081327,0.000025493699728556013,0.000027069307474334267,1181564235.5555556,14488889471.215229